fold,prec@1,prec@3,prec@5,prec@10,rec@1,rec@3,rec@5,rec@10,f1@1,f1@3,f1@5,f1@10,map@1,map@3,map@5,map@10,auc
1,0.0,0.0,0.0014492753623188406,0.0036231884057971015,0.0,0.0,0.007246376811594203,0.036231884057971016,0.0,0.0,0.002415458937198068,0.006587615283267458,0.0,0.0,0.0018115942028985507,0.005354267310789049,0.5175181159420289
2,0.0,0.007518796992481203,0.004511278195488722,0.010150375939849627,0.0,0.022556390977443608,0.022556390977443608,0.10150375939849623,0.0,0.012531328320802006,0.007518796992481203,0.01845522898154477,0.0,0.011278195488721804,0.011278195488721804,0.02005012531328321,0.5491025357511427
